county;year;crmrte;prbarr;prbconv;prbpris;avgsen;polpc;density;taxpc;west;central;urban;pctmin80;wcon;wtuc;wtrd;wfir;wser;wmfg;wfed;wsta;wloc;mix;pctymle;d82;d83;d84;d85;d86;d87;lcrmrte;lprbarr;lprbconv;lprbpris;lavgsen;lpolpc;ldensity;ltaxpc;lwcon;lwtuc;lwtrd;lwfir;lwser;lwmfg;lwfed;lwsta;lwloc;lmix;lpctymle;lpctmin;clcrmrte;clprbarr;clprbcon;clprbpri;clavgsen;clpolpc;cltaxpc;clmix
39;87;0,011915;0,308333;0,972973;0,291667;11,58;0,001192;0,462389;27,27564;1;0;0;3,94549;277,557495;390,189514;180,063385;295,858002;246,015244;270,779999;397,329987;313,059998;239,169998;0,137441;0,069733;0;0;0;0;0;1;-4,429924;-1,176575;-0,027399;-1,232142;2,44928;-6,732509;-0,771348;3,305994;5,626028;5,966632;5,193309;5,689879;5,505394;5,601307;5,984767;5,746395;5,477175;-1,984562;-2,663084;1,372573;0,05233;0,415318;-0,09058;-0,431366;0,397723;0,174547;-0,031201;-0,107645
41;81;0,036536;0,389247;0,243094;0,659091;13,03;0,001729;0,692308;28,298841;0;0;0;42,642101;181,708054;287,026398;218,146393;226,244339;185,916809;223,070007;397,220001;243,199997;212,669998;0,107143;0,078085;0;0;0;0;0;0;-3,309443;-0,943541;-1,414307;-0,416894;2,567254;-6,360438;-0,367725;3,342821;5,202401;5,659574;5,385166;5,421616;5,225299;5,407485;5,98449;5,493884;5,359742;-2,233592;-2,549954;3,752842;;;;;;;;
41;82;0,030454;0,423469;0,39759;0,560606;5,95;0,001709;0,692308;28,940182;0;0;0;42,642101;182,360748;299,145294;210,995895;201,252243;197,085526;228,889999;405,730011;272,23999;232,649994;0,116809;0,075464;1;0;0;0;0;0;-3,491548;-0,859275;-0,922334;-0,578737;1,783391;-6,371765;-0,367725;3,365231;5,205987;5,700929;5,351839;5,304559;5,283638;5,433241;6,005688;5,606684;5,449535;-2,147214;-2,584097;3,752842;-0,182104;0,084266;0,491973;-0,161843;-0,783863;-0,011327;0,02241;0,086378
41;83;0,022067;0,463415;0,496241;0,333333;6,44;0,001768;0,697802;27,893433;0;0;0;42,642101;195,3125;1491,081421;189,649063;230,769226;195,946701;267,350006;426,01001;290,549988;221,75;0,074906;0,072881;0;1;0;0;0;0;-3,813686;-0,769132;-0,700694;-1,098613;1,862529;-6,337675;-0,35982;3,328391;5,274601;7,307257;5,245175;5,441418;5,277843;5,588559;6,054463;5,671776;5,401551;-2,591516;-2,618921;3,752842;-0,322138;0,090143;0,22164;-0,519876;0,079137;0,034091;-0,03684;-0,444302
41;84;0,015894;0,463415;0,536842;0,45098;6,15;0,001706;0,714286;30,958954;0;0;0;42,642101;218,221497;343,86145;203,491989;227,460709;197,036575;277,279999;437,440002;300,26001;239,399994;0,090426;0,070343;0;0;1;0;0;0;-4,14182;-0,769132;-0,622051;-0,796332;1,816452;-6,373785;-0,336472;3,432662;5,38551;5,840239;5,315627;5,426978;5,28339;5,625028;6,08094;5,704649;5,478136;-2,403229;-2,654369;3,752842;-0,328134;0;0,078642;0,302281;-0,046076;-0,036111;0,104271;0,188287
41;85;0,012524;0,549383;0,651685;0,5;4,69;0,001624;0,725275;31,85906;0;0;0;42,642101;223,919922;329,670319;199,407822;226,244339;208,037338;295,820007;438,809998;335,899994;265,829987;0,08;0,068061;0;0;0;1;0;0;-4,380093;-0,59896;-0,428194;-0,693147;1,545433;-6,423171;-0,321205;3,461322;5,411288;5,798093;5,295352;5,421616;5,337718;5,689751;6,084066;5,816813;5,582857;-2,525729;-2,687353;3,752842;-0,238273;0,170173;0,193858;0,103185;-0,27102;-0,049386;0,02866;-0,1225
41;86;0,0247;0,332308;0,25;0,555556;7,26;0,001748;0,736264;39,990536;0;0;0;42,642101;248,868774;361,480621;220,335693;194,250198;217,282715;322,899994;432,25;375,299988;281,079987;0,069079;0,065738;0;0;0;0;1;0;-3,70096;-1,101693;-1,386294;-0,587786;1,98238;-6,349289;-0,306167;3,688643;5,516926;5,890208;5,395152;5,269147;5,381199;5,777343;6,069004;5,927726;5,638639;-2,672505;-2,722075;3,752842;0,679132;-0,502734;-0,9581;0,105361;0,436947;0,073882;0,227321;-0,146776
41;87;0,025771;0,307246;0,45283;0,520833;17,41;0,001494;0,741758;41,769287;0;0;0;42,642101;256,410248;379,000549;238,558914;271,739136;232,591599;332,070007;451,839996;389,98999;312,049988;0,098726;0,063555;0;0;0;0;0;1;-3,658494;-1,180107;-0,792239;-0,652326;2,857045;-6,506305;-0,298732;3,732161;5,546779;5,937538;5,474617;5,604843;5,449284;5,805346;6,113328;5,966121;5,743164;-2,315406;-2,755846;3,752842;0,042466;-0,078413;0,594056;-0,06454;0,874665;-0,157016;0,043519;0,357099
45;81;0,034485;0,21688;0,457735;0,425087;10,99;0,001157;1,790598;21,063356;0;1;0;21,749901;192,828857;333,522552;192,948486;231,839264;214,270416;257,309998;395,839996;246,380005;226,330002;0,23547;0,087757;0;0;0;0;0;0;-3,367225;-1,528411;-0,781465;-0,855461;2,396986;-6,761873;0,58255;3,047535;5,261803;5,809711;5,262423;5,446044;5,367239;5,550282;5,98101;5,506875;5,421994;-1,446171;-2,433188;3,079609;;;;;;;;
45;82;0,031973;0,219476;0,327731;0,533333;8,27;0,001144;1,792735;25,029263;0;1;0;21,749901;218,88681;346,436646;196,443344;235,416412;241,972748;267,440002;389,649994;261,179993;234,449997;0,194799;0,086722;1;0;0;0;0;0;-3,442873;-1,516512;-1,115562;-0,628609;2,112635;-6,773233;0,583742;3,220046;5,388555;5,8477;5,280374;5,461356;5,488825;5,588895;5,965249;5,56521;5,457242;-1,635785;-2,445053;3,079609;-0,075648;0,011899;-0,334097;0,226852;-0,284351;-0,01136;0,172511;-0,189613
45;83;0,035111;0,229739;0,278426;0,502618;7,5;0,001141;1,790598;21,458189;0;1;0;21,749901;224,550903;1456,216797;201,127914;248,138962;257,369873;290,779999;409,200012;249,320007;239,190002;0,093807;0,085716;0;1;0;0;0;0;-3,349235;-1,470811;-1,278603;-0,687925;2,014903;-6,77621;0,58255;3,066106;5,414103;7,283597;5,303941;5,513989;5,550514;5,672567;6,014204;5,518737;5,477258;-2,366513;-2,456712;3,079609;0,093638;0,045701;-0,163041;-0,059316;-0,097732;-0,002977;-0,153939;-0,730728
45;84;0,037638;0,238544;0,364474;0,516245;11,19;0,001181;1,814103;23,509935;0;1;0;21,749901;246,831711;364,646637;215,133621;257,608429;270,29422;304,420013;433,100006;287,700012;262,890015;0,08515;0,084692;0;0;1;0;0;0;-3,279747;-1,433201;-1,0093;-0,661174;2,41502;-6,741097;0,595591;3,157423;5,508707;5,898929;5,371259;5,551441;5,599511;5,718409;6,070969;5,661918;5,571736;-2,463342;-2,468729;3,079609;0,069489;0,03761;0,269303;0,026751;0,400117;0,035112;0,091317;-0,096829
45;85;0,03854;0,215789;0,321377;0,53125;9,04;0,001181;1,84188;26,959034;0;1;0;21,749901;260,838562;361,679596;224,425949;273,082672;275,702423;316,279999;440,140015;319,850006;286,450012;0,091954;0,083523;0;0;0;1;0;0;-3,256059;-1,533454;-1,13514;-0,632523;2,201659;-6,741174;0,610787;3,294318;5,563902;5,890759;5,413546;5,609775;5,619322;5,756628;6,087093;5,767852;5,657564;-2,386467;-2,482632;3,079609;0,023688;-0,100253;-0,12584;0,028651;-0,213361;-0,000076;0,136895;0,076876
45;86;0,031275;0,278193;0,302013;0,56;9,76;0,001191;1,839744;27,906754;0;1;0;21,749901;283,787384;386,925385;239,863174;285,790588;285,065552;340,309998;435,660004;343,450012;306,459991;0,08641;0,081822;0;0;0;0;1;0;-3,46492;-1,27944;-1,197285;-0,579818;2,278292;-6,732769;0,609626;3,328869;5,648225;5,958232;5,480069;5,655259;5,652719;5,829857;6,076862;5,839042;5,725087;-2,448655;-2,503208;3,079609;-0,208862;0,254014;-0,062145;0,052704;0,076633;0,008405;0,03455;-0,062188
45;87;0,036281;0,202627;0,450567;0,47482;8,96;0,001215;1,844017;30,849003;0;1;0;21,749901;318,380798;403,055847;248,775864;301,86322;293,114838;367,420013;463,369995;352,350006;320,820007;0,085949;0,080135;0;0;0;0;0;1;-3,316469;-1,596388;-0,797248;-0,74482;2,19277;-6,712756;0,611946;3,429104;5,763248;5,999075;5,516552;5,709974;5,680564;5,906506;6,138526;5,864625;5,77088;-2,454005;-2,524038;3,079609;0,148451;-0,316948;0,400037;-0,165001;-0,085522;0,020013;0,100236;-0,005351
47;81;0,031919;0,302526;0,368635;0,458564;8,54;0,001908;0,550107;22,281441;0;0;0;33,403198;208,635696;237,51149;165,285858;246,418045;178,368927;279,079987;339,649994;198,550003;216,639999;0,100339;0,085843;0;0;0;0;0;0;-3,444544;-1,195588;-0,997948;-0,779655;2,144761;-6,261868;-0,597643;3,103754;5,34059;5,470216;5,107677;5,50703;5,183854;5,631498;5,827916;5,291041;5,378237;-2,299201;-2,45523;3,508652;;;;;;;;
47;82;0,030521;0,336927;0,538;0,371747;6,68;0,001892;0,547974;24,943903;0;0;0;33,403198;252,450256;260,329193;171,149796;278,29895;196,418777;300,649994;352,850006;208;212,509995;0,083212;0,083935;1;0;0;0;0;0;-3,489357;-1,087889;-0,619897;-0,989542;1,899118;-6,270062;-0,601527;3,21663;5,531214;5,561947;5,142539;5,628696;5,280249;5,705947;5,866043;5,337538;5,358989;-2,486367;-2,477711;3,508652;-0,044812;0,107699;0,378052;-0,209886;-0,245643;-0,008195;0,112875;-0,187166
47;83;0,029127;0,210342;0,647841;0,328205;6,37;0,001934;0,550107;24,602989;0;0;0;33,403198;281,323486;2459,749512;182,109558;298,408478;204,953781;322,059998;366,040009;211,039993;233,850006;0,08327;0,081979;0;1;0;0;0;0;-3,536097;-1,559021;-0,43411;-1,114117;1,851599;-6,248346;-0,597643;3,202868;5,639505;7,807815;5,204608;5,698463;5,322784;5,774738;5,902743;5,352047;5,45468;-2,485664;-2,501292;3,508652;-0,04674;-0,471132;0,185787;-0,124575;-0,047518;0,021717;-0,013762;0,000704
47;84;0,029645;0,178862;0,579545;0,385621;5,41;0,001908;0,553305;27,247139;0;0;0;33,403198;310,741089;317,572327;172,809753;321,629578;210,496201;338,100006;372,269989;242,869995;253,389999;0,099032;0,080099;0;0;1;0;0;0;-3,518458;-1,721141;-0,545512;-0,9529;1,688249;-6,261673;-0,591846;3,304949;5,73896;5,760705;5,152191;5,7734;5,349468;5,823342;5,91962;5,492527;5,53493;-2,312312;-2,524487;3,508652;0,017638;-0,16212;-0,111402;0,161217;-0,16335;-0,013328;0,102081;0,173352
47;85;0,029345;0,235624;0,625;0,385714;6,6;0,002017;0,555437;29,401289;0;0;0;33,403198;325,899597;314,521942;174,394104;343,053162;206,721283;355,709991;395,269989;259,220001;280,850006;0,127273;0,078142;0;0;0;1;0;0;-3,528626;-1,445518;-0,470004;-0,952659;1,88707;-6,206288;-0,588;3,381038;5,786589;5,751054;5,161318;5,837885;5,331371;5,874116;5,979569;5,557677;5,637821;-2,061423;-2,549223;3,508652;-0,010168;0,275623;0,075508;0,000241;0,19882;0,055386;0,07609;0,250889
47;86;0,031931;0,188847;0,691275;0,34466;7,75;0,001922;0,557569;31,477591;0;0;0;33,403198;390,9263;335,90863;185,112106;409,303528;223,94603;367,420013;418,089996;385,440002;289,390015;0,124733;0,076005;0;0;0;0;1;0;-3,444178;-1,666818;-0,369218;-1,065197;2,047693;-6,254212;-0,584168;3,449276;5,968519;5,816839;5,220962;6,014457;5,411405;5,906506;6,035697;5,954386;5,667775;-2,081582;-2,576954;3,508652;0,084448;-0,2213;0,100786;-0,112538;0,160623;-0,047924;0,068238;-0,020159
47;87;0,031362;0,182927;0,763333;0,270742;7,79;0,001281;0,563966;32,660496;0;0;0;33,403198;367,828583;342,572418;194,677689;352,613495;256,410248;355,829987;426,559998;313,709991;313,839996;0,124058;0,07381;0;0;0;0;0;1;-3,462149;-1,698668;-0,270061;-1,306589;2,052841;-6,659904;-0,572762;3,486166;5,907617;5,836483;5,271345;5,865373;5,546779;5,874453;6,055753;5,748469;5,748883;-2,08701;-2,606258;3,508652;-0,017971;-0,03185;0,099157;-0,241392;0,005148;-0,405692;0,03689;-0,005428
49;81;0,035938;0,270776;0,309798;0,432558;16,889999;0,001192;1,024251;21,034403;0;0;0;29,9072;234,078613;264,282501;173,218323;237,416901;231,319992;244,389999;409,709991;195,809998;228,889999;0,1;0,13948;0;0;0;0;0;0;-3,325957;-1,306463;-1,171835;-0,838039;2,826722;-6,73224;0,023962;3,046159;5,455657;5,577019;5,154553;5,469818;5,443802;5,498765;6,01545;5,277145;5,433241;-2,302585;-1,969833;3,398099;;;;;;;;
49;82;0,03611;0,310412;0,340426;0,408088;10,25;0,001347;1,048502;21,567574;0;0;0;29,9072;238,114456;291,87912;178,846161;256,909119;254,351227;264,049988;406,029999;224,440002;204,410004;0,125547;0,135914;1;0;0;0;0;0;-3,321197;-1,169855;-1,077558;-0,896272;2,327278;-6,610068;0,047363;3,071191;5,472752;5,67634;5,186526;5,548722;5,538716;5,576138;6,006427;5,413609;5,320128;-2,075077;-1,995736;3,398099;0,004761;0,136608;0,094277;-0,058234;-0,499444;0,122172;0,025032;0,227509
49;83;0,035929;0,272624;0,315278;0,418502;8,95;0,001483;1,064194;24,67342;0;0;0;29,9072;239,103699;950,486267;180,354004;262,045654;276,207825;273,170013;414,170013;212,160004;228,070007;0,10641;0,132462;0;1;0;0;0;0;-3,326222;-1,299662;-1,1543;-0,871074;2,191653;-6,513789;0,062218;3,205727;5,476897;6,856974;5,194921;5,568519;5,621153;5,610095;6,026277;5,357341;5,429653;-2,240458;-2,021457;3,398099;-0,005025;-0,129807;-0,076743;0,025199;-0,135624;0,096279;0,134536;-0,165382
49;84;0,031902;0,326141;0,361323;0,40493;9,18;0,001509;1,095578;26,801064;0;0;0;29,9072;256,096039;334,529419;189,223572;274,725281;286,96402;277,149994;426,829987;223,210007;239,639999;0,121452;0,129135;0;0;1;0;0;0;-3,445074;-1,120425;-1,017983;-0,904041;2,217027;-6,496262;0,091282;3,288442;5,545553;5,812725;5,242929;5,615772;5,659357;5,624559;6,056386;5,408113;5,479138;-2,108238;-2,046898;3,398099;-0,118852;0,179236;0,136317;-0,032967;0,025374;0,017528;0,082715;0,132221
49;85;0,030183;0,322888;0,398031;0,392226;9,8;0,001535;1,132668;27,059689;0;0;0;29,9072;272,194305;352,787781;194,648209;282,340851;296,524323;308,929993;453,119995;245,360001;259,390015;0,103206;0,12616;0;0;0;1;0;0;-3,500476;-1,13045;-0,921225;-0,935917;2,282382;-6,479101;0,124576;3,298045;5,606516;5,865867;5,271194;5,643115;5,692129;5,733115;6,116157;5,502727;5,558333;-2,271024;-2,070203;3,398099;-0,055402;-0,010024;0,096758;-0,031876;0,065355;0,01716;0,009604;-0,162787
49;86;0,032015;0,253112;0,462295;0,375887;4,36;0,001475;1,14408;32,373177;0;0;0;29,9072;284,727417;387,299652;203,729828;299,844513;290,987885;344,290009;464,279999;258,23999;277,890015;0,09446;0,124189;0;0;0;0;1;0;-3,44156;-1,373923;-0,771552;-0,978467;1,472472;-6,519416;0,134601;3,47733;5,651532;5,959198;5,316795;5,703264;5,673282;5,841485;6,140488;5,553889;5,627225;-2,359583;-2,085947;3,398099;0,058916;-0,243474;0,149673;-0,04255;-0,80991;-0,040315;0,179285;-0,088559
49;87;0,037498;0,26442;0,371879;0,35689;8,7;0,001485;1,14408;39,230484;0;0;0;29,9072;292,832153;406,504059;212,485092;312,695435;304,306641;375,320007;474,299988;297,690002;290,480011;0,106923;0,122245;0;0;0;0;0;1;-3,28347;-1,330217;-0,989187;-1,030328;2,163323;-6,512125;0,134601;3,669454;5,6796;6,007594;5,358872;5,74523;5,718036;5,927779;6,16184;5,696053;5,671535;-2,235646;-2,10173;3,398099;0,15809;0,043707;-0,217635;-0,051861;0,690851;0,007291;0,192124;0,123938
51;81;0,06309;0,201316;0,262496;0,481437;12,03;0,001425;3,7793;24,877867;0;0;1;37,779202;212,444992;278,262512;171,819672;236,33374;197,224655;301,959991;329,869995;262,070007;226,770004;0,11463;0,162408;0;0;0;0;0;0;-2,763187;-1,60288;-1,337519;-0,73098;2,487403;-6,553282;1,329539;3,213979;5,358683;5,628565;5,146445;5,465245;5,284343;5,710295;5,798698;5,568612;5,423936;-2,166043;-1,817641;3,631759;;;;;;;;
51;82;0,062867;0,223799;0,257295;0,417666;9,44;0,001488;3,7793;23,158476;0;0;1;37,779202;221,804626;301,391602;177,544434;250,69548;212,503433;329,100006;353,809998;286,859985;245,699997;0,101847;0,158548;1;0;0;0;0;0;-2,766732;-1,497007;-1,357532;-0,873073;2,244956;-6,510134;1,329539;3,142361;5,401797;5,70841;5,179221;5,524239;5,358958;5,796361;5,86876;5,658994;5,504111;-2,28428;-1,841701;3,631759;-0,003546;0,105873;-0,020012;-0,142093;-0,242447;0,043148;-0,071618;-0,118237
51;83;0,060056;0,214351;0,27041;0,417508;7,83;0,001438;3,817352;25,42798;0;0;1;37,779202;229,062744;1110,032471;187,601471;265,916443;225,546066;362,25;372,149994;289,230011;251,240005;0,108771;0,154737;0;1;0;0;0;0;-2,812478;-1,54014;-1,307816;-0,873452;2,057962;-6,544697;1,339557;3,23585;5,433996;7,012145;5,23432;5,583182;5,418524;5,892334;5,919297;5,667222;5,526409;-2,218511;-1,86603;3,631759;-0,045745;-0,043133;0,049716;-0,000378;-0,186994;-0,034563;0,093489;0,065768
51;84;0,059176;0,1901;0,322122;0,449946;11,23;0,001455;3,866058;27,709476;0;0;1;37,779202;236,650345;336,686401;191,919067;277,687286;236,013016;391,470001;394,140015;302,839996;271,619995;0,115351;0,150976;0;0;1;0;0;0;-2,827236;-1,660205;-1,132825;-0,798628;2,418589;-6,532797;1,352235;3,321774;5,466584;5,819152;5,257074;5,626496;5,463887;5,969909;5,976706;5,713204;5,604404;-2,159778;-1,890633;3,631759;-0,014758;-0,120065;0,174991;0,074824;0,360626;0,011899;0,085924;0,058733
51;85;0,071239;0,171519;0,308015;0,413636;9,5;0,001659;3,888889;31,271444;0;0;1;37,779202;248,245728;357,412018;198,362473;297,118591;241,94809;398,059998;403,959991;330,910004;292,630005;0,096649;0,147533;0;0;0;1;0;0;-2,641712;-1,763061;-1,177607;-0,882769;2,251292;-6,401293;1,358123;3,442705;5,514419;5,878889;5,290096;5,694131;5,488723;5,986603;6,001316;5,801847;5,678909;-2,336671;-1,913703;3,631759;0,185524;-0,102856;-0,044782;-0,084141;-0,167297;0,131504;0,120931;-0,176892
51;86;0,070421;0,166131;0,275701;0,424939;10,88;0,001496;3,913242;32,44891;0;0;1;37,779202;252,110687;379,933105;210,370956;316,796082;250,14473;414,079987;421,950012;357,589996;318,429993;0,139733;0,144875;0;0;0;0;1;0;-2,653258;-1,794979;-1,288438;-0,85581;2,386926;-6,505235;1,364366;3,479667;5,529868;5,939995;5,348873;5,758258;5,52204;6,026059;6,044887;5,879387;5,763402;-1,96802;-1,931882;3,631759;-0,011546;-0,031917;-0,110832;0,026959;0,135634;-0,103941;0,036962;0,368651
51;87;0,088385;0,155248;0,259833;0,407628;11,93;0,001908;3,934551;35,699364;0;0;1;37,779202;283,669495;412,472046;213,75238;324,835724;257,334442;441,720001;433,940002;367,339996;333,709991;0,104743;0,142238;0;0;0;0;0;1;-2,426054;-1,862731;-1,347716;-0,8974;2,479056;-6,261689;1,369797;3,575133;5,64781;6,022169;5,364818;5,783319;5,550376;6,090676;6,072906;5,906288;5,810272;-2,256244;-1,950255;3,631759;0,227204;-0,067753;-0,059278;-0,041591;0,09213;0,243546;0,095466;-0,288224
53;81;0,019667;0,252252;1,21429;0,176471;13,22;0,000886;0,441406;24,307655;0;0;0;17,909599;189,933517;186,104218;162,972626;200,320511;160,256409;148,789993;258,309998;248,559998;195,860001;0,04717;0,091046;0;0;0;0;0;0;-3,928818;-1,377327;0,19416;-1,734599;2,581731;-7,028906;-0,81779;3,190791;5,246674;5,226307;5,093582;5,299919;5,076775;5,002536;5,554161;5,515684;5,2774;-3,054001;-2,396391;2,885337;;;;;;;;
53;82;0,01997;0,184211;0,690476;0,241379;7,43;0,000963;0,457031;24,728239;0;0;0;17,909599;203,962708;153,846161;174,82518;219,780212;203,402374;101,830002;277,98999;262,470001;191,429993;0,065421;0,090722;1;0;0;0;0;0;-3,913514;-1,691673;-0,370374;-1,421387;2,005526;-6,944959;-0,783004;3,207946;5,317937;5,035953;5,163786;5,392628;5,315186;4,623305;5,627585;5,570137;5,254522;-2,726919;-2,399951;2,885337;0,015304;-0,314347;-0,564534;0,313212;-0,576205;0,083948;0,017154;0,327083
53;83;0,022278;0,217899;0,642857;0,194444;6,98;0,000867;0,488281;28,016895;0;0;0;17,909599;194,46846;1923,076904;166,989868;202,429153;183,150177;129,110001;288,75;270,720001;200,990005;0,019841;0,09038;0;1;0;0;0;0;-3,804151;-1,523724;-0,441833;-1,637611;1,943049;-7,050644;-0,716864;3,332808;5,27027;7,561682;5,117933;5,31039;5,210307;4,860665;5,665561;5,601085;5,303255;-3,919991;-2,403735;2,885337;0,109363;0,16795;-0,071459;-0,216224;-0,062477;-0,105686;0,124862;-1,193073
53;84;0,013887;0,228916;0,921053;0,371429;7,89;0,00092;0,503906;34,981583;0;0;0;17,909599;226,244339;213,675217;190,575195;320,512817;186,104218;178,100006;298,950012;294,329987;213,610001;0,024691;0,08968;0;0;1;0;0;0;-4,276831;-1,4744;-0,082238;-0,990398;2,065596;-6,990931;-0,685365;3,554822;5,421616;5,364457;5,250047;5,769922;5,226307;5,182345;5,700276;5,684701;5,364152;-3,701302;-2,411505;2,885337;-0,47268;0,049323;0,359595;0,647213;0,122547;0,059714;0,222014;0,218689
53;85;0,017085;0,159091;1,05714;0,378378;5,97;0,000854;0,503906;39,179146;0;0;0;17,909599;238,257324;192,307693;187,236694;262,237762;226,244339;184,330002;329,829987;331,519989;247,139999;0,037736;0,089068;0;0;0;1;0;0;-4,069572;-1,838279;0,055567;-0,971862;1,786747;-7,065299;-0,685365;3,668145;5,473351;5,259097;5,232374;5,569252;5,421616;5,216728;5,798577;5,803688;5,509955;-3,277145;-2,41836;2,885337;0,207259;-0,363879;0,137805;0,018536;-0,278849;-0,074368;0,113323;0,424157
53;86;0,013805;0,337079;0,5;0,333333;8,92;0,000931;0,523438;44,584538;0;0;0;17,909599;236,443878;248,138962;200,320511;252,206818;203,619904;271,809998;348,799988;366,630005;267,320007;0,072289;0,086752;0;0;0;0;1;0;-4,282732;-1,087438;-0,693147;-1,098613;2,188296;-6,979606;-0,647338;3,797387;5,465711;5,513989;5,299919;5,53025;5,316255;5,605103;5,854499;5,904353;5,588447;-2,627081;-2,4447;2,885337;-0,21316;0,750841;-0,748714;-0,126752;0,401549;0,085693;0,129242;0,650064
53;87;0,014066;0,303191;0,140351;0,25;11,96;0,001122;0,535156;50,381393;0;0;0;17,909599;266,450409;202,429153;219,780212;305,944061;223,85022;250,419998;371,790009;383,720001;296,640015;0,08046;0,084763;0;0;0;0;0;1;-4,26403;-1,193392;-1,963609;-1,386294;2,481568;-6,79242;-0,625197;3,919622;5,585188;5,31039;5,392628;5,723403;5,410977;5,523139;5,918329;5,949913;5,692519;-2,519998;-2,467895;2,885337;0,018701;-0,105954;-1,270462;-0,287681;0,293272;0,187186;0,122235;0,107083
55;81;0,03975;0,143426;0,944444;0,367647;7,47;0,003246;0,360614;48,84256;0;0;0;6,49622;209,444016;228,032837;139,927094;177,856827;145,20813;206,690002;322,119995;256,040009;215,210007;0,052411;0,083546;0;0;0;0;0;0;-3,22515;-1,941936;-0,057159;-1,000632;2,010895;-5,730178;-1,019948;3,888602;5,344457;5,42949;4,941122;5,180979;4,978168;5,33122;5,774924;5,545334;5,371614;-2,948641;-2,482361;1,87122;;;;;;;;
55;82;0,046739;0,164154;0,561224;0,454545;15,09;0,003288;0,375959;52,220863;0;0;0;6,49622;225,546066;288,072266;140,314026;187,617264;150,155579;219,270004;294,25;295,190002;225,580002;0,024014;0,083038;1;0;0;0;0;0;-3,063172;-1,80695;-0,577635;-0,788458;2,714032;-5,717418;-0,978275;3,955482;5,418524;5,663211;4,943883;5,234404;5,011672;5,390304;5,68443;5,687619;5,418675;-3,72913;-2,488452;1,87122;0,161978;0,134986;-0,520476;0,212174;0,703137;0,01276;0,06688;-0,780489
55;83;0,053084;0,134307;0,543478;0,34;9,44;0,003332;0,391304;59,8843;0;0;0;6,49622;226,75737;1617,541382;142,861679;200,088928;154,663239;229,119995;326,859985;295,609985;240,649994;0,044207;0,082558;0;1;0;0;0;0;-2,935874;-2,007627;-0,609766;-1,07881;2,244956;-5,704093;-0,93827;4,092414;5,423881;7,388663;4,961877;5,298762;5,04125;5,434246;5,789532;5,689041;5,483344;-3,118865;-2,494254;1,87122;0,127298;-0,200677;-0,032131;-0,290351;-0,469076;0,013326;0,136932;0,610265
55;84;0,050435;0,180501;0,335766;0,26087;10,89;0,00299;0,414322;76,228523;0;0;0;6,49622;252,712036;359,453644;153,622696;201,40332;166,433563;252,830002;344,459991;307,399994;259,980011;0,067511;0,082268;0;0;1;0;0;0;-2,987066;-1,712019;-1,091341;-1,343733;2,387845;-5,812405;-0,881111;4,333736;5,532251;5,884585;5,0345;5,305309;5,114596;5,532717;5,841978;5,72815;5,560605;-2,695471;-2,497774;1,87122;-0,051192;0,295608;-0,481575;-0,264923;0,142889;-0,108313;0,241322;0,423394
55;85;0,063523;0,202885;0,241706;0,490196;8,17;0,003604;0,442455;85,930008;0;0;0;6,49622;265,163208;387,780945;152,163696;225,507385;181,643463;265,829987;323,959991;335,630005;241,740005;0,098205;0,081198;0;0;0;1;0;0;-2,756352;-1,595116;-1,420033;-0,71295;2,100469;-5,625792;-0,815416;4,453533;5,580346;5,960441;5,024957;5,418353;5,202046;5,582857;5,78062;5,81601;5,487863;-2,3207;-2,510861;1,87122;0,230714;0,116903;-0,328692;0,630783;-0,287376;0,186614;0,119797;0,374772
55;86;0,074755;0,257564;0,253012;0,25;11,77;0,00406;0,478261;97,362495;0;0;0;6,49622;294,795013;401,217499;161,909454;278,560883;202,207428;281,26001;365,940002;347,100006;311,23999;0,131694;0,078521;0;0;0;0;1;0;-2,593539;-1,356487;-1,374318;-1,386294;2,465554;-5,506666;-0,737599;4,578441;5,68628;5,994503;5,087037;5,629637;5,309294;5,639279;5,902469;5,849613;5,740564;-2,027271;-2,544384;1,87122;0,162812;0,238629;0,045715;-0,673344;0,365085;0,119126;0,124908;0,293429
55;87;0,079016;0,224628;0,207831;0,304348;13,57;0,00401;0,511509;119,761452;0;0;0;6,49622;309,523804;445,276215;189,743591;284,593292;221,390335;319,209991;338,910004;361,679993;326,079987;0,084373;0,076138;0;0;0;0;0;1;-2,538101;-1,49331;-1,57103;-1,189584;2,607862;-5,519059;-0,67039;4,785502;5,735035;6,098695;5,245674;5,651061;5,399927;5,765849;5,825735;5,89076;5,787143;-2,472511;-2,575207;1,87122;0,055438;-0,136823;-0,196712;0,196711;0,142308;-0,012393;0,207061;-0,44524
57;81;0,036801;0,205165;0,533487;0,41342;10,44;0,001378;2,087591;19,242199;0;1;0;10,9957;228,187119;303,970215;179,618713;230,175232;204,695404;234,720001;395,980011;206,779999;216,770004;0,101226;0,085526;0;0;0;0;0;0;-3,302222;-1,583941;-0,628321;-0,883291;2,345644;-6,587456;0,736011;2,957106;5,430166;5,71693;5,190836;5,438841;5,321523;5,458393;5,981364;5,331656;5,378837;-2,290398;-2,458935;2,397504;;;;;;;;
